latitude,longitude,altitude, rssi, rate,frequency,data_size, tower
-95.27957675,29.71193941,12.966,-81,1,2462,1000,1
-95.27917161,29.71195331,14.3,-74,1,2462,1000,1
-95.27906871,29.71195743,13.501,-85,1,2462,1000,1
-95.27832208,29.711976,13.929,-86,1,2462,1000,1
-95.2783015,29.71197682,13.769,-84,1,2462,1000,1
-95.27827996,29.71196536,13.978,-87,1,2462,1000,1
-95.27824719,29.71193418,13.981,-86,1,2462,1000,1
-95.27822471,29.71190259,14.064,-81,1,2462,1000,1
-95.27820127,29.71185088,14.021,-81,1,2462,1000,1
-95.2781039,29.71177747,14.156,-79,1,2462,1000,1
-95.27803092,29.71176807,13.966,-73,1,2462,1000,1
-95.27757813,29.71180183,11.443,-83,1,2462,1000,1
-95.27792057,29.71180945,11.98,-80,1,2462,1000,1
-95.27795145,29.71180822,12.22,-82,1,2462,1000,1
-95.27795145,29.71180822,12.22,-83,1,2462,1000,1
-95.27795145,29.71180822,12.22,-82,1,2462,1000,1
-95.27795145,29.71180822,12.22,-82,1,2462,1000,1
-95.27797203,29.7118074,12.379,-77,1,2462,1000,1
-95.27803377,29.71181276,13.354,-79,1,2462,1000,1
-95.27812734,29.71181351,13.209,-75,1,2462,1000,1
-95.27814792,29.71181269,13.368,-81,1,2462,1000,1
-95.27814792,29.71181269,13.368,-80,1,2462,1000,1
-95.27814887,29.71181714,12.504,-80,1,2462,1000,1
-95.27814887,29.71181714,12.504,-80,1,2462,1000,1
-95.27814887,29.71181714,12.504,-76,1,2462,1000,1
-95.27815916,29.71181673,12.583,-81,1,2462,1000,1
-95.27820206,29.71163357,11.845,-82,1,2462,1000,1
-95.27817197,29.71145667,11.907,-84,1,2462,1000,1
-95.27816722,29.71137172,12.267,-84,1,2462,1000,1
-95.27816246,29.71128678,12.626,-81,1,2462,1000,1
-95.27815866,29.71120628,12.12,-87,1,2462,1000,1
-95.27815391,29.71112134,12.479,-77,1,2462,1000,1
-95.2781406,29.71087879,13.187,-80,1,2462,1000,1
-95.27813584,29.71079385,13.546,-79,1,2462,1000,1
-95.27812158,29.71052334,13.633,-77,1,2462,1000,1
-95.27814088,29.71011371,14.515,-73,1,2462,1000,1
-95.27814452,29.70999595,15.197,-78,1,2462,1000,1
-95.27813881,29.70989088,15.43,-73,1,2462,1000,1
-95.27813865,29.70969262,15.606,-73,1,2462,1000,1
-95.27814418,29.70959943,15.55,-77,1,2462,1000,1
-95.27813468,29.70941387,15.277,-67,1,2462,1000,1
-95.27813546,29.70923573,15.58,-72,1,2462,1000,1
-95.27814178,29.7089644,15.827,-70,1,2462,1000,1
-95.27814827,29.7088835,15.402,-68,1,2462,1000,1
-95.2782184,29.70883254,15.213,-65,1,2462,1000,1
-95.27840553,29.7088262,14.426,-61,1,2462,1000,1
-95.27849909,29.70882695,14.28,-61,1,2462,1000,1
-95.2785917,29.70882325,14.999,-72,1,2462,1000,1
-95.27877883,29.70881692,14.212,-60,1,2462,1000,1
-95.27888173,29.7088128,15.011,-66,1,2462,1000,1
-95.27936079,29.70881276,13.002,-61,1,2462,1000,1
-95.2795685,29.70881343,12.871,-57,1,2462,1000,1
-95.27967331,29.70881822,11.94,-60,1,2462,1000,1
-95.2800045,29.70880613,12.272,-56,1,2462,1000,1
-95.28009806,29.70879904,11.631,-58,1,2462,1000,1
-95.28020192,29.70879938,11.565,-55,1,2462,1000,1
-95.28030577,29.70879971,11.5,-61,1,2462,1000,1
-95.28040962,29.70879222,10.939,-58,1,2462,1000,1
-95.28050319,29.70878513,10.297,-68,1,2462,1000,1
-95.2807614,29.70877146,10.935,-68,1,2462,1000,1
-95.28079227,29.70876239,10.679,-64,1,2462,1000,1
-95.28083896,29.70866755,10.943,-57,1,2462,1000,1
-95.28084545,29.70860232,11.509,-57,1,2462,1000,1
-95.28084164,29.70852966,11.499,-58,1,2462,1000,1
-95.28084528,29.70840406,11.686,-59,1,2462,1000,1
-95.28083767,29.70826658,12.162,-68,1,2462,1000,1
-95.2808451,29.70819796,11.367,-62,1,2462,1000,1
-95.28081787,29.7080971,12.801,-56,1,2462,1000,1
-95.28077385,29.70805405,13.094,-62,1,2462,1000,1
-95.28054271,29.70802517,14.668,-59,1,2462,1000,1
-95.28041828,29.70803349,15.07,-66,1,2462,1000,1
-95.28037712,29.70803514,14.75,-47,1,2462,1000,1
-95.28015912,29.70804271,15.297,-49,1,2462,1000,1
-95.27983727,29.70804994,15.909,-44,1,2462,1000,1
-95.27970255,29.70805084,15.735,-42,1,2462,1000,1
-95.27960994,29.70805454,15.016,-40,1,2462,1000,1
-95.27955753,29.70805215,15.481,-46,1,2462,1000,1
-95.2794331,29.70805263,15.387,-41,1,2462,1000,1
-95.27938165,29.70806253,15.483,-50,1,2462,1000,1
-95.27929838,29.70806136,15.709,-50,1,2462,1000,1
-95.2791646,29.70806671,14.67,-56,1,2462,1000,1
-95.27908133,29.70806555,14.896,-50,1,2462,1000,1
-95.27888391,29.70806446,15.107,-51,1,2462,1000,1
-95.2787389,29.70807361,15.349,-51,1,2462,1000,1
-95.27849003,29.70807457,15.161,-64,1,2462,1000,1
-95.27831415,29.70808495,15.163,-68,1,2462,1000,1
-95.2782,29.70808502,15.149,-74,1,2462,1000,1
-95.27818971,29.70808543,15.069,-73,1,2462,1000,1
-95.27815884,29.70808667,14.83,-71,1,2462,1000,1
-95.27808681,29.70809738,14.766,-74,1,2462,1000,1
-95.27802697,29.70814793,15.035,-74,1,2462,1000,1
-95.27798866,29.70821778,15.59,-78,1,2462,1000,1
-95.27799341,29.70830273,15.23,-79,1,2462,1000,1
-95.2779928,29.70867912,14.75,-78,1,2462,1000,1
-95.27798726,29.70878015,15.301,-74,1,2462,1000,1
-95.27798474,29.7091163,14.569,-67,1,2462,1000,1
-95.27797825,29.70918937,14.499,-67,1,2462,1000,1
-95.27770231,29.70926422,14.081,-73,1,2462,1000,1
-95.277604,29.70916286,13.595,-78,1,2462,1000,1
-95.27751502,29.70905663,14.054,-82,1,2462,1000,1
-95.27744948,29.70899427,14.061,-81,1,2462,1000,1
-95.2774167,29.7089631,14.064,-83,1,2462,1000,1
-95.27731839,29.70886173,13.578,-82,1,2462,1000,1
-95.27725189,29.70878709,13.954,-83,1,2462,1000,1
-95.27721912,29.70875591,13.957,-81,1,2462,1000,1
-95.2771311,29.70865413,13.551,-80,1,2462,1000,1
-95.2770646,29.70857949,13.927,-79,1,2462,1000,1
-95.27693351,29.70844695,13.445,-73,1,2462,1000,1
-95.27686702,29.7083723,13.821,-73,1,2462,1000,1
-95.27673498,29.70823531,14.203,-77,1,2462,1000,1
-95.27666944,29.70816512,13.714,-76,1,2462,1000,1
-95.2765374,29.70802028,13.602,-78,1,2462,1000,1
-95.27647091,29.70794564,13.978,-76,1,2462,1000,1
-95.2762518,29.70771915,13.586,-74,1,2462,1000,1
-95.27621808,29.70767569,13.958,-74,1,2462,1000,1
-95.27604298,29.70749225,13.274,-74,1,2462,1000,1
-95.27601021,29.70745324,12.781,-72,1,2462,1000,1
-95.27569089,29.70710864,13.139,-89,1,2462,1000,1
-95.27558134,29.70698756,12.447,-81,1,2462,1000,1
-95.27547178,29.70686648,11.756,-84,1,2462,1000,1
-95.275395,29.70679225,12.053,-82,1,2462,1000,1
-95.27536128,29.70674879,12.425,-82,1,2462,1000,1
-95.27524144,29.70662812,11.654,-85,1,2462,1000,1
-95.27470302,29.70604136,10.631,-86,1,2462,1000,1
-95.27465901,29.7059983,10.924,-87,1,2462,1000,1
-95.27441838,29.70576034,10.743,-84,1,2462,1000,1
-95.27427986,29.70568858,10.56,-83,1,2462,1000,1
-95.27400582,29.70580367,10.396,-82,1,2462,1000,1
-95.27388614,29.70589693,10.439,-86,1,2462,1000,1
-95.27346536,29.70620269,11.574,-86,1,2462,1000,1
-95.2734158,29.70624499,11.427,-89,1,2462,1000,1
-95.27248256,29.70687247,12.612,-89,1,2462,1000,1
-95.27236287,29.70695789,12.159,-91,1,2462,1000,1
-95.27229464,29.7070491,12.601,-90,1,2462,1000,1
-95.27299881,29.70661556,12.077,-87,1,2462,1000,1
-95.27377865,29.70605354,12.3,-85,1,2462,1000,1
-95.27388804,29.70596852,12.674,-84,1,2462,1000,1
-95.27399838,29.70588796,12.182,-80,1,2462,1000,1
-95.27415923,29.70576955,10.972,-88,1,2462,1000,1
-95.27422097,29.70575141,10.46,-82,1,2462,1000,1
-95.27423126,29.705751,10.54,-81,1,2462,1000,1
-95.27423126,29.705751,10.54,-82,1,2462,1000,1
-95.27423126,29.705751,10.54,-83,1,2462,1000,1
-95.27423126,29.705751,10.54,-83,1,2462,1000,1
-95.27423126,29.70574317,10.044,-83,1,2462,1000,1
-95.27423126,29.70574317,10.044,-83,1,2462,1000,1
-95.27423126,29.70574317,10.044,-84,1,2462,1000,1
-95.27431643,29.70576891,9.079,-83,1,2462,1000,1
-95.27444846,29.70589807,8.2,-88,1,2462,1000,1
-95.27474529,29.70621108,7.925,-88,1,2462,1000,1
-95.27532962,29.70685763,7.422,-82,1,2462,1000,1
-95.27558245,29.70712759,7.44,-76,1,2462,1000,1
-95.27566018,29.70721411,6.775,-73,1,2462,1000,1
-95.27570324,29.70725271,7.347,-69,1,2462,1000,1
-95.27588958,29.70744802,7.742,-73,1,2462,1000,1
-95.2759233,29.70748365,6.873,-80,1,2462,1000,1
-95.27595148,29.70763598,7.548,-76,1,2462,1000,1
-95.2757756,29.70765419,8.046,-71,1,2462,1000,1
-95.27562029,29.7076559,7.713,-76,1,2462,1000,1
-95.2754547,29.70766586,7.796,-78,1,2462,1000,1
-95.27535085,29.70766552,7.862,-79,1,2462,1000,1
-95.27528911,29.70766799,7.383,-82,1,2462,1000,1
-95.27512351,29.70767011,6.97,-80,1,2462,1000,1
-95.27500937,29.70767018,6.957,-79,1,2462,1000,1
-95.27495792,29.70767224,6.558,-82,1,2462,1000,1
-95.27479232,29.70767436,6.145,-78,1,2462,1000,1
-95.27468847,29.70767402,6.212,-82,1,2462,1000,1
-95.27463702,29.70767608,5.812,-86,1,2462,1000,1
-95.27414023,29.70768245,4.575,-87,1,2462,1000,1
-95.27360134,29.70767817,3.387,-81,1,2462,1000,1
-95.27344033,29.70879127,5.072,-87,1,2462,1000,1
-95.27496506,29.70962433,8.696,-85,1,2462,1000,1
-95.27645449,29.70952239,8.321,-87,1,2462,1000,1
-95.27655739,29.70951044,8.624,-85,1,2462,1000,1
-95.27667154,29.70951037,8.637,-86,1,2462,1000,1
-95.2769307,29.70950116,8.409,-80,1,2462,1000,1
-95.27707572,29.70949986,8.662,-84,1,2462,1000,1
-95.27716928,29.70950061,8.516,-79,1,2462,1000,1
-95.27736575,29.70948941,8.674,-69,1,2462,1000,1
-95.27755288,29.70948308,7.886,-68,1,2462,1000,1
-95.27771847,29.70947311,7.804,-77,1,2462,1000,1
-95.2778551,29.70950463,7.735,-79,1,2462,1000,1
-95.2778551,29.70950463,7.735,-78,1,2462,1000,1
-95.2778551,29.70951247,8.23,-80,1,2462,1000,1
-95.27786444,29.7095076,9.175,-81,1,2462,1000,1
-95.27786444,29.7095076,9.175,-80,1,2462,1000,1
-95.2778551,29.70950463,7.735,-79,1,2462,1000,1
-95.2778551,29.70950463,7.735,-78,1,2462,1000,1
-95.2778551,29.70950463,7.735,-78,1,2462,1000,1
-95.2778551,29.70950463,7.735,-75,1,2462,1000,1
-95.2778551,29.70950463,7.735,-78,1,2462,1000,1
-95.2778551,29.70950463,7.735,-77,1,2462,1000,1
-95.2778551,29.70950463,7.735,-78,1,2462,1000,1
-95.2778551,29.70950463,7.735,-78,1,2462,1000,1
-95.2778551,29.70950463,7.735,-78,1,2462,1000,1
-95.2778551,29.70950463,7.735,-77,1,2462,1000,1
-95.2778551,29.70950463,7.735,-77,1,2462,1000,1
-95.2778551,29.70950463,7.735,-76,1,2462,1000,1
-95.2778551,29.70950463,7.735,-72,1,2462,1000,1
-95.2778551,29.70950463,7.735,-75,1,2462,1000,1
-95.2778551,29.70950463,7.735,-75,1,2462,1000,1
-95.2778551,29.70950463,7.735,-71,1,2462,1000,1
-95.2778551,29.70949679,7.239,-72,1,2462,1000,1
-95.2778551,29.70949679,7.239,-74,1,2462,1000,1
-95.27784576,29.70950166,6.294,-74,1,2462,1000,1
-95.27784576,29.70950166,6.294,-79,1,2462,1000,1
-95.27784576,29.70950166,6.294,-74,1,2462,1000,1
-95.27800297,29.70953235,6.385,-68,1,2462,1000,1
-95.27808149,29.7094564,7.014,-69,1,2462,1000,1
-95.27810934,29.7091887,6.556,-75,1,2462,1000,1
-95.27811186,29.70884472,6.793,-75,1,2462,1000,1
-95.27810029,29.70842065,6.445,-70,1,2462,1000,1
-95.27811611,29.70832705,6.469,-65,1,2462,1000,1
-95.27812165,29.70823386,6.413,-66,1,2462,1000,1
-95.27812244,29.70806356,7.212,-74,1,2462,1000,1
-95.27812892,29.70798265,6.787,-69,1,2462,1000,1
-95.27811942,29.70780493,7.011,-76,1,2462,1000,1
-95.27811466,29.70771998,7.37,-71,1,2462,1000,1
-95.27810689,29.70736857,7.033,-66,1,2462,1000,1
-95.27810768,29.70719044,7.337,-68,1,2462,1000,1
-95.27809817,29.70701271,7.561,-58,1,2462,1000,1
-95.27809342,29.70691993,7.425,-58,1,2462,1000,1
-95.27809895,29.70683458,7.865,-62,1,2462,1000,1
-95.27809135,29.70668143,7.35,-61,1,2462,1000,1
-95.2781409,29.70663912,7.497,-56,1,2462,1000,1
-95.27821293,29.70662841,7.561,-57,1,2462,1000,1
-95.27830554,29.70661687,7.784,-58,1,2462,1000,1
-95.27838786,29.70661358,8.424,-58,1,2462,1000,1
-95.27848047,29.70660204,8.647,-63,1,2462,1000,1
-95.27866664,29.70659909,9.22,-58,1,2462,1000,1
-95.27885377,29.70660059,8.929,-49,1,2462,1000,1
-95.27895667,29.70659648,9.728,-53,1,2462,1000,1
-95.27905023,29.70659723,9.582,-47,1,2462,1000,1
-95.27914379,29.70659798,9.437,-42,1,2462,1000,1
-95.27923735,29.70659873,9.291,-41,1,2462,1000,1
-95.27932996,29.70659503,10.01,-44,1,2462,1000,1
-95.27943382,29.70659536,9.944,-41,1,2462,1000,1
-95.27953767,29.7065957,9.879,-45,1,2462,1000,1
-95.27964152,29.70659604,9.813,-46,1,2462,1000,1
-95.27996336,29.70658881,9.2,-46,1,2462,1000,1
-95.28007751,29.70658873,9.215,-59,1,2462,1000,1
-95.28017012,29.70658503,9.934,-61,1,2462,1000,1
-95.28027397,29.70657753,9.373,-51,1,2462,1000,1
-95.28046109,29.70657119,8.586,-51,1,2462,1000,1
-95.28063697,29.70656081,8.585,-49,1,2462,1000,1
-95.28068842,29.70654309,7.993,-49,1,2462,1000,1
-95.28071929,29.70653402,7.737,-50,1,2462,1000,1
-95.28084087,29.706481,7.949,-48,1,2462,1000,1
-95.28092319,29.70646987,8.092,-55,1,2462,1000,1
-95.28102609,29.70645792,8.396,-49,1,2462,1000,1
-95.28112995,29.70645825,8.331,-52,1,2462,1000,1
-95.28134794,29.70645852,8.28,-66,1,2462,1000,1
-95.28167912,29.70644641,8.613,-62,1,2462,1000,1
-95.28190646,29.70644181,9.507,-68,1,2462,1000,1
-95.2822283,29.70642674,8.4,-68,1,2462,1000,1
-95.28234149,29.70642221,9.279,-61,1,2462,1000,1
-95.28244534,29.70642255,9.214,-65,1,2462,1000,1
-95.28278586,29.70640558,10.492,-66,1,2462,1000,1
-95.28336496,29.70638805,11.88,-67,1,2462,1000,1
-95.28341641,29.70637032,11.289,-71,1,2462,1000,1
-95.28344442,29.70630088,10.655,-75,1,2462,1000,1
-95.28344062,29.70622822,10.645,-68,1,2462,1000,1
-95.2834471,29.70615515,10.716,-81,1,2462,1000,1
-95.28344407,29.70589652,10.515,-80,1,2462,1000,1
-95.28343931,29.70580374,10.38,-79,1,2462,1000,1
-95.28343533,29.70551715,9.557,-78,1,2462,1000,1
-95.28343152,29.70542882,8.557,-70,1,2462,1000,1
-95.28342772,29.70534833,8.052,-71,1,2462,1000,1
-95.28341707,29.70494439,7.833,-81,1,2462,1000,1
-95.28341136,29.70484716,8.563,-82,1,2462,1000,1
-95.2834066,29.70474654,7.932,-80,1,2462,1000,1
-95.28340167,29.70444766,7.479,-81,1,2462,1000,1
-95.28340149,29.7042494,7.658,-84,1,2462,1000,1
-95.28339578,29.70414434,7.892,-87,1,2462,1000,1
-95.28339102,29.70405156,7.757,-79,1,2462,1000,1
-95.28340685,29.70395795,7.782,-79,1,2462,1000,1
-95.28344973,29.70379829,8.533,-76,1,2462,1000,1
-95.28344783,29.70376588,8.776,-79,1,2462,1000,1
-95.28343468,29.7037216,9.308,-79,1,2462,1000,1
-95.28343088,29.70365677,9.795,-78,1,2462,1000,1
-95.28343736,29.70358371,9.866,-83,1,2462,1000,1
-95.28344384,29.7035028,9.441,-78,1,2462,1000,1
-95.28344938,29.70341745,9.882,-79,1,2462,1000,1
-95.28345586,29.70333654,9.457,-81,1,2462,1000,1
-95.28346692,29.70315016,9.347,-72,1,2462,1000,1
-95.28348275,29.70305655,9.372,-78,1,2462,1000,1
-95.28349,29.70278968,8.757,-79,1,2462,1000,1
-95.28348049,29.70261195,8.982,-78,1,2462,1000,1
-95.28346146,29.70224083,8.442,-82,1,2462,1000,1
-95.28344415,29.70171953,8.83,-77,1,2462,1000,1
-95.28345064,29.70163079,7.91,-76,1,2462,1000,1
-95.28344112,29.70145307,8.136,-85,1,2462,1000,1
-95.28352498,29.70106999,7.901,-82,1,2462,1000,1
-95.2836073,29.7010667,8.541,-85,1,2462,1000,1
-95.28376069,29.70103256,9.119,-89,1,2462,1000,1
-95.28394685,29.70102177,9.199,-81,1,2462,1000,1
-95.2840507,29.70102994,9.629,-82,1,2462,1000,1
-95.28426773,29.70102575,10.444,-85,1,2462,1000,1
-95.28447447,29.70100629,10.188,-84,1,2462,1000,1
-95.28469055,29.70097414,10.381,-86,1,2462,1000,1
-95.28535841,29.70084105,10.005,-80,1,2462,1000,1
-95.28545101,29.70082168,9.735,-89,1,2462,1000,1
-95.28558382,29.70078836,10.153,-84,1,2462,1000,1
-95.28563527,29.70077847,10.058,-88,1,2462,1000,1
-95.28572692,29.7007468,10.156,-85,1,2462,1000,1
-95.28621891,29.7006241,9.781,-90,1,2462,1000,1
-95.28692602,29.70045695,9.97,-86,1,2462,1000,1
-95.28709065,29.70043469,10.26,-83,1,2462,1000,1
-95.28798677,29.70030927,10.413,-84,1,2462,1000,1
-95.28809061,29.70030176,9.853,-89,1,2462,1000,1
-95.28850409,29.70027068,9.839,-90,1,2462,1000,1
-95.28859669,29.70026697,10.56,-84,1,2462,1000,1
-95.28935543,29.70025682,8.494,-90,1,2462,1000,1
-95.29108937,29.70065573,7.669,-86,1,2462,1000,1
-95.29127,29.70073812,7.805,-88,1,2462,1000,1
-95.29132336,29.70076063,7.467,-87,1,2462,1000,1
-95.29162384,29.700948,7.384,-84,1,2462,1000,1
-95.29258058,29.70159638,8.539,-87,1,2462,1000,1
-95.29381764,29.70284513,10.087,-84,1,2462,1000,1
-95.29412958,29.70322696,8.547,-88,1,2462,1000,1
-95.29424944,29.70333194,8.329,-90,1,2462,1000,1
-95.29424944,29.70333977,8.825,-86,1,2462,1000,1
-95.29425135,29.70337218,8.582,-84,1,2462,1000,1
-95.29400174,29.70356699,9.074,-85,1,2462,1000,1
-95.29381938,29.70365829,9.496,-82,1,2462,1000,1
-95.2937184,29.70370266,8.947,-84,1,2462,1000,1
-95.29366695,29.70371256,9.042,-84,1,2462,1000,1
-95.29335921,29.70378423,9.242,-81,1,2462,1000,1
-95.29321421,29.70380123,9.976,-83,1,2462,1000,1
-95.29279976,29.70381221,9.862,-87,1,2462,1000,1
-95.29251909,29.70380215,9.798,-84,1,2462,1000,1
-95.29224965,29.70380397,9.444,-82,1,2462,1000,1
-95.29211588,29.70380933,8.403,-87,1,2462,1000,1
-95.29202233,29.70380859,8.547,-84,1,2462,1000,1
-95.29186703,29.70380249,7.715,-85,1,2462,1000,1
-95.29162941,29.70382319,7.728,-83,1,2462,1000,1
-95.29158826,29.70383267,7.903,-81,1,2462,1000,1
-95.2913394,29.7038415,8.206,-81,1,2462,1000,1
-95.29038913,29.70412257,8.083,-83,1,2462,1000,1
-95.29033864,29.70415259,8.304,-86,1,2462,1000,1
-95.29008807,29.70431943,8.177,-79,1,2462,1000,1
-95.29003852,29.70436173,8.029,-84,1,2462,1000,1
-95.2898011,29.70458069,7.864,-88,1,2462,1000,1
-95.28970011,29.70464073,8.307,-80,1,2462,1000,1
-95.2894846,29.70426516,6.613,-92,1,2462,1000,1
-95.28930205,29.70411118,4.243,-88,1,2462,1000,1
-95.28907472,29.70412363,3.842,-86,1,2462,1000,1
-95.28882701,29.70435867,4.589,-82,1,2462,1000,1
-95.28870829,29.70448774,5.745,-82,1,2462,1000,1
-95.28847086,29.70473804,7.564,-77,1,2462,1000,1
-95.28844095,29.70476723,7.945,-75,1,2462,1000,1
-95.2882483,29.70485894,8.289,-73,1,2462,1000,1
-95.28806308,29.70488986,8.335,-73,1,2462,1000,1
-95.28799201,29.70492071,8.397,-79,1,2462,1000,1
-95.28796209,29.7049499,8.778,-67,1,2462,1000,1
-95.28793331,29.70518181,8.117,-77,1,2462,1000,1
-95.28794646,29.70523393,8.08,-74,1,2462,1000,1
-95.28796532,29.70539112,7.809,-80,1,2462,1000,1
-95.28798323,29.70553602,7.908,-76,1,2462,1000,1
-95.28801143,29.70567267,7.591,-76,1,2462,1000,1
-95.28802648,29.70576504,7.807,-75,1,2462,1000,1
-95.28808764,29.70615464,8.796,-79,1,2462,1000,1
-95.28810174,29.70622688,8.885,-78,1,2462,1000,1
-95.28812803,29.70633113,8.812,-70,1,2462,1000,1
-95.28812899,29.70635125,8.938,-77,1,2462,1000,1
-95.28814023,29.70636312,8.649,-79,1,2462,1000,1
-95.28813928,29.70635867,9.514,-79,1,2462,1000,1
-95.28813928,29.70635867,9.514,-78,1,2462,1000,1
-95.2882254,29.7064202,9.668,-73,1,2462,1000,1
-95.28826752,29.70643084,9.619,-83,1,2462,1000,1
-95.28844435,29.70644057,9.746,-77,1,2462,1000,1
-95.28860994,29.70643843,10.162,-79,1,2462,1000,1
-95.2887662,29.70643332,9.137,-80,1,2462,1000,1
-95.28890092,29.70643241,9.313,-83,1,2462,1000,1
-95.28917131,29.70643505,8.8,-81,1,2462,1000,1
-95.28957738,29.7064334,7.103,-85,1,2462,1000,1
-95.28966999,29.70642969,7.823,-78,1,2462,1000,1
-95.28975231,29.70641072,7.473,-84,1,2462,1000,1
-95.2899179,29.70639291,6.898,-80,1,2462,1000,1
-95.29017705,29.70638367,6.674,-80,1,2462,1000,1
-95.29024908,29.70638078,7.235,-79,1,2462,1000,1
-95.29035294,29.70638111,7.171,-75,1,2462,1000,1
-95.29046612,29.70637658,8.052,-73,1,2462,1000,1
-95.2907449,29.70634639,7.862,-79,1,2462,1000,1
-95.29101339,29.70630878,7.098,-79,1,2462,1000,1
-95.29128093,29.70627456,7.693,-79,1,2462,1000,1
-95.29140441,29.70625394,7.663,-81,1,2462,1000,1
-95.29153913,29.70623736,6.849,-80,1,2462,1000,1
-95.29168319,29.70621591,6.979,-84,1,2462,1000,1
-95.29195358,29.70620288,5.476,-73,1,2462,1000,1
-95.2921912,29.70618217,5.462,-83,1,2462,1000,1
-95.29230439,29.70617764,6.343,-87,1,2462,1000,1
-95.29280307,29.70619577,6.856,-84,1,2462,1000,1
-95.29318761,29.70621399,7.352,-89,1,2462,1000,1
-95.29337473,29.70621547,7.064,-88,1,2462,1000,1
-95.29440391,29.70623144,5.98,-89,1,2462,1000,1
-95.29443287,29.70622913,8.445,-90,1,2462,1000,1
-95.29443192,29.70622468,9.31,-92,1,2462,1000,1
-95.29512419,29.70620256,11.59,-85,1,2462,1000,1
-95.29520747,29.70619588,10.871,-84,1,2462,1000,1
-95.29563316,29.70618893,10.202,-88,1,2462,1000,1
-95.29635079,29.70618823,8.319,-84,1,2462,1000,1
-95.29642377,29.70618196,7.52,-89,1,2462,1000,1
-95.29667168,29.70616867,8.084,-88,1,2462,1000,1
-95.29674371,29.70616578,8.645,-88,1,2462,1000,1
-95.29679515,29.70616372,9.046,-89,1,2462,1000,1
-95.29705335,29.70615785,10.185,-87,1,2462,1000,1
-95.29757261,29.70616731,10.366,-84,1,2462,1000,1
-95.29798897,29.70616522,8.754,-87,1,2462,1000,1
-95.2990957,29.70612425,10.66,-89,1,2462,1000,1
-95.29927253,29.70612613,10.294,-91,1,2462,1000,1
-95.29937734,29.70613874,9.862,-91,1,2462,1000,1
-95.29940916,29.70614195,9.238,-87,1,2462,1000,1
-95.29948382,29.70769825,5.531,-92,1,2462,1000,1
-95.29824501,29.70767277,8.463,-87,1,2462,1000,1
-95.29813086,29.7076807,8.941,-88,1,2462,1000,1
-95.29802796,29.70769266,8.635,-90,1,2462,1000,1
-95.29780997,29.70769243,8.68,-89,1,2462,1000,1
-95.29768553,29.70769293,8.583,-92,1,2462,1000,1
-95.2965882,29.70590658,4.521,-88,1,2462,1000,1
-95.29651843,29.70539073,5.864,-84,1,2462,1000,1
-95.29631072,29.70539791,6.486,-90,1,2462,1000,1
-95.29570629,29.70540191,9.746,-88,1,2462,1000,1
-95.29544714,29.70540332,9.472,-85,1,2462,1000,1
-95.29526097,29.70540629,8.894,-85,1,2462,1000,1
-95.2952301,29.70540753,8.653,-86,1,2462,1000,1
-95.29462206,29.70541175,3.798,-87,1,2462,1000,1
-95.2946211,29.7054073,4.663,-84,1,2462,1000,1
-95.29456393,29.70530429,4.496,-91,1,2462,1000,1
-95.29455897,29.70501325,4.539,-89,1,2462,1000,1
-95.29454752,29.70480312,5.007,-87,1,2462,1000,1
-95.29454276,29.7047025,4.376,-84,1,2462,1000,1
-95.29453779,29.7044193,4.914,-84,1,2462,1000,1
-95.29462181,29.70425015,5.491,-88,1,2462,1000,1
-95.29523271,29.70424361,6.76,-87,1,2462,1000,1
-95.29550215,29.7042653,8.601,-86,1,2462,1000,1
-95.29668375,29.7042113,6.983,-89,1,2462,1000,1
-95.29677731,29.70421204,6.84,-85,1,2462,1000,1
-95.29697376,29.70420082,7.003,-90,1,2462,1000,1
